Disease,Locality,Latitude,Longitude,Reported Cases,Severity,Source,Date
Swine Flu,Kanakapura Road,12.926599,77.537673,24,Low,HealthMap,2024-10-01
Malaria,Bommanahalli,12.921292,77.567238,275,High,CDC,2024-05-13
Malaria,Banaswadi,12.922531,77.750373,261,High,Local Hospital,2024-01-26
COVID-19,Mysore Road,13.089099,77.575745,95,Low,User Report,2024-05-24
Cholera,JP Nagar,13.110184,77.737437,428,Low,WHO,2024-06-05
Tuberculosis,BTM Layout,13.185093,77.544762,297,Medium,CDC,2024-01-13
Dengue,Majestic,12.947104,77.62471,293,Low,User Report,2024-08-26
Swine Flu,Yelahanka,12.952453,77.598185,397,Medium,User Report,2024-07-08
Dengue,Kadugodi,13.037301,77.555059,132,Low,HealthMap,2024-10-14
Cholera,Koramangala,12.904787,77.796931,161,High,User Report,2024-06-21
COVID-19,Domlur,12.843975,77.513848,344,Low,CDC,2024-11-23
Malaria,KR Market,12.922558,77.750135,152,Low,HealthMap,2024-06-18
Swine Flu,Majestic,12.806869,77.618067,126,High,WHO,2024-01-18
Malaria,Bommanahalli,12.868982,77.5655,375,High,User Report,2024-12-06
Tuberculosis,Varthur,12.931918,77.656773,321,Medium,WHO,2024-05-16
Zika Virus,Sahakar Nagar,13.005326,77.581817,151,Low,Local Hospital,2024-09-13
COVID-19,Jayanagar,13.120485,77.678905,258,Low,User Report,2024-01-05
Cholera,RT Nagar,12.82153,77.609128,429,High,User Report,2024-04-25
Malaria,Koramangala,13.103465,77.560615,467,High,CDC,2024-07-25
Malaria,Nagarbhavi,13.156098,77.681401,194,High,CDC,2024-09-16
Tuberculosis,Koramangala,13.143565,77.708438,107,Low,User Report,2024-05-24
Cholera,Kammanahalli,13.141741,77.642313,80,Low,User Report,2024-06-09
Swine Flu,Bellandur,13.037669,77.74012,33,Low,User Report,2024-09-15
Zika Virus,Gandhinagar,13.116356,77.789894,303,High,WHO,2024-05-15
Zika Virus,TC Palya,13.031375,77.516125,25,Low,Local Hospital,2024-04-13
Tuberculosis,Koramangala,13.186124,77.736861,293,Low,Local Hospital,2024-05-13
Tuberculosis,Gandhinagar,12.866639,77.726183,404,Medium,Local Hospital,2024-12-13
COVID-19,Majestic,13.083418,77.782861,337,High,CDC,2024-08-16
COVID-19,Banaswadi,13.01366,77.777839,136,Medium,CDC,2024-10-12
Swine Flu,Mysore Road,12.834847,77.553549,351,Low,CDC,2024-02-15
Malaria,Wilson Garden,12.861789,77.569197,356,High,HealthMap,2024-04-09
Swine Flu,Nagarbhavi,13.091924,77.772277,128,High,CDC,2024-10-01
Hepatitis,KR Puram,13.11306,77.706046,167,Medium,CDC,2024-06-24
Dengue,Varthur,13.169347,77.575692,478,High,Local Hospital,2024-09-04
Hepatitis,Devanahalli,12.891898,77.74556,423,High,Local Hospital,2024-04-25
Swine Flu,Malleshwaram,13.035037,77.704364,225,High,WHO,2024-07-07
Dengue,Devanahalli,12.896204,77.517375,265,Medium,Local Hospital,2024-11-13
Tuberculosis,HSR Layout,12.816937,77.773058,499,Medium,User Report,2024-04-19
Malaria,Kengeri,13.170241,77.584161,158,High,Local Hospital,2024-02-28
Swine Flu,Lalbagh,13.011725,77.602335,172,Medium,User Report,2024-02-12
Dengue,KR Market,13.030265,77.704601,242,Low,Local Hospital,2024-12-26
Cholera,Magadi Road,12.890682,77.650729,15,Low,User Report,2024-10-15
Tuberculosis,Nagarbhavi,12.822425,77.721237,77,High,CDC,2024-11-27
Swine Flu,Jayanagar,13.173272,77.538107,57,Medium,WHO,2024-03-05
Cholera,Kengeri,13.197495,77.678587,258,Medium,CDC,2024-01-13
Swine Flu,Kanakapura Road,12.986246,77.510562,247,Low,WHO,2024-08-27
Hepatitis,Kadugodi,12.873621,77.731412,22,Low,Local Hospital,2024-07-14
Zika Virus,Ramamurthy Nagar,13.18012,77.557288,499,Low,HealthMap,2024-04-25
Dengue,Hulimavu,12.936916,77.664423,21,Medium,Local Hospital,2024-01-08
Swine Flu,Ulsoor,12.990841,77.519303,95,Low,HealthMap,2024-06-27
Hepatitis,Kasturi Nagar,12.965089,77.669468,499,Low,User Report,2024-04-27
Zika Virus,MG Road,12.888606,77.776535,414,Low,CDC,2024-10-31
Tuberculosis,Sahakar Nagar,12.9317,77.637129,373,Low,User Report,2024-09-04
Cholera,KR Market,12.86772,77.70496,201,High,User Report,2024-10-02
Swine Flu,Majestic,12.801307,77.747046,274,Medium,Local Hospital,2024-01-17
Swine Flu,MG Road,13.018738,77.730098,331,High,User Report,2024-07-27
Tuberculosis,Dasarahalli,12.949404,77.676666,110,Low,WHO,2024-04-09
Malaria,Wilson Garden,12.950142,77.57268,52,Medium,CDC,2024-11-25
COVID-19,JP Nagar,12.977243,77.578617,234,Low,CDC,2024-04-25
Dengue,Marathahalli,13.062902,77.505056,463,Low,CDC,2024-05-16
Swine Flu,Gandhinagar,12.895508,77.792599,292,High,User Report,2024-10-13
Tuberculosis,Marathahalli,12.804049,77.714664,343,Medium,WHO,2024-04-21
Malaria,Jayanagar,12.83686,77.731724,312,Low,CDC,2024-04-16
Hepatitis,Wilson Garden,12.983834,77.658924,35,Medium,User Report,2024-06-26
Hepatitis,RT Nagar,12.99796,77.68985,430,High,WHO,2024-05-06
Malaria,Wilson Garden,12.861181,77.666746,187,Medium,WHO,2024-06-14
Cholera,Yelahanka,13.144497,77.751442,347,Low,CDC,2024-07-06
Dengue,Kanakapura Road,12.990159,77.756014,340,Medium,WHO,2024-01-31
Cholera,Sahakar Nagar,13.162504,77.618263,319,Medium,WHO,2024-09-05
Hepatitis,BTM Layout,12.836971,77.649195,187,Medium,CDC,2024-04-09
Zika Virus,Mysore Road,13.145568,77.781442,345,Medium,CDC,2024-01-30
Hepatitis,Yelahanka,13.07047,77.726707,360,High,User Report,2024-06-03
Hepatitis,BTM Layout,12.84912,77.751254,61,Low,Local Hospital,2024-06-05
Zika Virus,Hoodi,12.865325,77.644778,495,Low,User Report,2024-07-13
Tuberculosis,Indiranagar,12.908614,77.54476,264,Medium,HealthMap,2024-05-03
Tuberculosis,KR Puram,12.934359,77.786875,84,Medium,WHO,2024-07-22
Zika Virus,Mysore Road,13.113661,77.754008,242,High,CDC,2024-12-02
Dengue,Chickpet,13.024552,77.598436,178,Medium,HealthMap,2024-12-20
COVID-19,Kanakapura Road,13.16458,77.648526,259,Low,HealthMap,2024-06-10
Swine Flu,JP Nagar,12.90307,77.738818,411,Medium,Local Hospital,2024-11-28
Swine Flu,Lalbagh,12.963907,77.738092,377,Medium,User Report,2024-06-07
COVID-19,Vijayanagar,12.835226,77.785337,322,Low,WHO,2024-06-27
COVID-19,Nagarbhavi,13.126613,77.793213,213,Medium,WHO,2024-11-15
Cholera,Sahakar Nagar,13.175878,77.788991,406,High,WHO,2024-03-10
Hepatitis,Magadi Road,12.825506,77.504469,152,Low,CDC,2024-11-17
Tuberculosis,KR Puram,13.051713,77.670181,256,Low,WHO,2024-01-16
Hepatitis,Jayanagar,13.15108,77.772567,91,High,User Report,2024-09-25
Zika Virus,Lalbagh,12.961382,77.775359,429,High,WHO,2024-04-11
COVID-19,Majestic,13.135037,77.747782,325,Low,CDC,2024-07-02
Swine Flu,Peenya,12.926241,77.719941,434,High,HealthMap,2024-08-18
Dengue,Mysore Road,13.197499,77.760056,211,Medium,WHO,2024-12-05
Dengue,Gandhinagar,12.925724,77.566855,203,High,HealthMap,2024-04-05
Zika Virus,Kanakapura Road,13.009852,77.630078,464,Medium,HealthMap,2024-06-03
Dengue,Vijayanagar,13.117451,77.764364,239,Medium,WHO,2024-01-24
Dengue,Hebbal,13.007452,77.517703,136,Medium,CDC,2024-10-14
Zika Virus,Kengeri,13.108215,77.7126,109,Low,CDC,2024-01-11
Hepatitis,Domlur,13.04306,77.772137,172,High,User Report,2024-10-30
Malaria,Bommanahalli,13.146985,77.770664,457,High,WHO,2024-05-21
Tuberculosis,Kammanahalli,12.809883,77.778149,131,High,WHO,2024-02-11
Dengue,Bellandur,13.136362,77.715617,384,Low,Local Hospital,2024-06-16
Dengue,Kasturi Nagar,13.14922,77.694102,448,Low,WHO,2024-07-19
Hepatitis,Shivajinagar,12.924807,77.78108,313,High,User Report,2024-06-20
Zika Virus,KR Market,12.818881,77.565634,412,High,HealthMap,2024-09-16
Swine Flu,Koramangala,12.907283,77.522975,78,Medium,CDC,2024-05-30
Zika Virus,Basavanagudi,13.103258,77.731409,98,Medium,HealthMap,2024-07-27
COVID-19,Yelahanka,12.942785,77.712111,411,Low,Local Hospital,2024-03-17
Swine Flu,Sarjapur Road,12.876085,77.608412,489,Medium,User Report,2024-05-30
Tuberculosis,Kasturi Nagar,12.873988,77.505511,75,Medium,CDC,2024-11-16
Malaria,Hoodi,12.929248,77.724462,80,Medium,User Report,2024-11-11
Zika Virus,Rajajinagar,13.049349,77.510098,158,High,Local Hospital,2024-10-28
Dengue,Magadi Road,13.132435,77.642053,256,High,Local Hospital,2024-04-23
COVID-19,Whitefield,12.843257,77.548448,388,Low,HealthMap,2024-02-02
Malaria,Bellandur,13.03563,77.597296,162,Low,User Report,2024-02-02
COVID-19,Jayanagar,13.129925,77.553964,88,Low,Local Hospital,2024-01-30
Zika Virus,TC Palya,13.171775,77.673,465,High,CDC,2024-04-13
Hepatitis,Banaswadi,13.183194,77.661296,129,High,WHO,2024-06-17
Malaria,Dasarahalli,13.11301,77.796986,151,High,WHO,2024-03-07
Swine Flu,Marathahalli,13.170656,77.678751,168,Medium,WHO,2024-08-19
Cholera,Rajajinagar,13.032433,77.769338,427,Low,User Report,2024-09-07
Dengue,Mysore Road,12.935477,77.507005,469,Medium,Local Hospital,2024-06-26
Swine Flu,Sahakar Nagar,13.103874,77.510603,227,Medium,CDC,2024-03-10
Cholera,Bellandur,12.86145,77.724494,326,Medium,CDC,2024-10-09
Dengue,Ramamurthy Nagar,12.866365,77.703108,399,Low,User Report,2024-08-25
Hepatitis,Hennur,12.997724,77.798225,284,High,WHO,2024-02-15
Dengue,Majestic,12.900019,77.528174,24,Low,WHO,2024-09-13
Tuberculosis,TC Palya,13.091994,77.776257,13,Low,WHO,2024-03-21
Tuberculosis,MG Road,12.855459,77.698018,248,Low,Local Hospital,2024-08-17
Hepatitis,JP Nagar,12.84986,77.509706,167,Medium,WHO,2024-10-03
Cholera,Mysore Road,12.842466,77.558202,289,Low,Local Hospital,2024-07-08
Zika Virus,Whitefield,13.098436,77.538812,300,Medium,User Report,2024-04-07
Swine Flu,Jayanagar,12.852496,77.55912,169,Low,User Report,2024-10-18
Malaria,Hebbal,13.077996,77.57888,353,Medium,Local Hospital,2024-07-28
Cholera,RT Nagar,13.196383,77.560184,221,Low,Local Hospital,2024-01-07
Zika Virus,Varthur,12.808391,77.779902,145,Low,User Report,2024-04-30
Swine Flu,Sahakar Nagar,12.921786,77.763806,11,High,CDC,2024-06-09
Dengue,Kasturi Nagar,12.905472,77.767649,53,Low,User Report,2024-08-13
Hepatitis,Gandhinagar,12.937544,77.743072,453,High,Local Hospital,2024-09-19
Dengue,Jayanagar,12.811347,77.55692,260,Low,User Report,2024-02-08
Malaria,Bellandur,12.860248,77.551872,132,High,User Report,2024-06-14
Dengue,Hoodi,13.086575,77.699069,154,Medium,CDC,2024-05-13
Cholera,Gandhinagar,13.151481,77.792656,468,High,HealthMap,2024-08-30
Hepatitis,Wilson Garden,12.874486,77.524916,262,High,WHO,2024-04-25
Malaria,TC Palya,13.122913,77.753915,371,High,Local Hospital,2024-07-31
COVID-19,Malleshwaram,13.16265,77.539093,235,High,WHO,2024-05-23
Dengue,Hulimavu,13.073663,77.760664,456,Medium,WHO,2024-09-25
Dengue,MG Road,13.099823,77.790214,425,Low,Local Hospital,2024-03-14
Dengue,Kengeri,12.893296,77.748205,468,Medium,Local Hospital,2024-06-25
Hepatitis,RT Nagar,13.007712,77.666479,65,High,WHO,2024-05-23
Swine Flu,KR Puram,13.132595,77.682027,89,High,User Report,2024-01-13
Dengue,MG Road,13.164789,77.527243,265,Medium,CDC,2024-04-11
Cholera,KR Puram,13.094073,77.768988,41,Medium,User Report,2024-12-22
Swine Flu,Vijayanagar,13.036739,77.777817,499,Low,Local Hospital,2024-07-02
Hepatitis,Gandhinagar,12.941398,77.696876,207,Medium,HealthMap,2024-04-01
Zika Virus,KR Market,12.817174,77.797808,286,High,WHO,2024-06-24
Zika Virus,BTM Layout,13.109582,77.758236,482,High,WHO,2024-10-10
Cholera,Wilson Garden,12.884314,77.797132,360,High,CDC,2024-02-24
Zika Virus,Indiranagar,13.113866,77.691102,272,Low,Local Hospital,2024-02-01
Tuberculosis,Nagarbhavi,13.143697,77.638054,116,Medium,WHO,2024-11-01
Cholera,Electronic City,13.165276,77.56184,165,Medium,User Report,2024-01-29
Tuberculosis,Kengeri,12.884211,77.591577,252,High,Local Hospital,2024-02-09
Zika Virus,KR Market,12.922804,77.610168,332,Low,CDC,2024-02-04
Malaria,Rajajinagar,13.127552,77.540509,418,High,CDC,2024-10-08
Swine Flu,Wilson Garden,13.012743,77.532551,91,High,User Report,2024-08-01
COVID-19,Kengeri,12.934035,77.531371,44,Medium,CDC,2024-02-23
Zika Virus,Magadi Road,13.156335,77.71891,20,Medium,Local Hospital,2024-07-03
COVID-19,Kasturi Nagar,13.062345,77.607663,393,Medium,CDC,2024-06-10
Zika Virus,Devanahalli,12.83993,77.5268,160,Low,CDC,2024-06-21
Dengue,Rajajinagar,12.951081,77.660721,455,High,CDC,2024-01-03
Cholera,Ramamurthy Nagar,13.182971,77.644429,226,High,HealthMap,2024-07-31
Hepatitis,HSR Layout,12.82305,77.674269,319,Medium,CDC,2024-11-28
COVID-19,Hoodi,12.808687,77.763523,365,High,HealthMap,2024-04-28
Hepatitis,Banashankari,12.880413,77.791488,160,Medium,CDC,2024-12-30
Dengue,KR Market,12.807565,77.565692,252,Low,User Report,2024-03-08
Tuberculosis,Hulimavu,13.038143,77.568918,225,Low,User Report,2024-05-16
Swine Flu,Yelahanka,13.131138,77.501813,391,Medium,User Report,2024-07-01
Zika Virus,Kengeri,12.811122,77.676361,13,Medium,User Report,2024-05-10
Dengue,Rajajinagar,13.079844,77.565215,114,Medium,Local Hospital,2024-08-22
Dengue,Mysore Road,13.090578,77.524799,490,Medium,Local Hospital,2024-07-11
Cholera,Hoodi,13.113017,77.709006,418,Low,WHO,2024-10-22
Hepatitis,Indiranagar,12.906866,77.783269,68,Low,User Report,2024-07-05
Swine Flu,Bellandur,12.853017,77.769046,418,High,CDC,2024-04-16
Zika Virus,BTM Layout,12.988614,77.681962,141,Low,CDC,2024-07-22
Zika Virus,Bellandur,12.960605,77.552958,418,High,User Report,2024-06-15
Swine Flu,KR Market,13.066282,77.599652,300,Low,HealthMap,2024-04-15
COVID-19,Kasturi Nagar,13.170965,77.565847,49,Low,WHO,2024-04-21
COVID-19,Domlur,13.063163,77.562325,229,High,User Report,2024-04-26
Zika Virus,Kasturi Nagar,13.075424,77.697342,60,Low,Local Hospital,2024-07-15
Swine Flu,Banashankari,13.050202,77.715384,175,High,CDC,2024-04-23
Malaria,KR Puram,13.109477,77.784133,375,Medium,WHO,2024-10-19
Hepatitis,Whitefield,13.176097,77.714629,376,Medium,CDC,2024-11-17
Dengue,Kammanahalli,12.875562,77.585256,196,Medium,WHO,2024-12-06
Malaria,Jayanagar,12.914147,77.78582,337,High,HealthMap,2024-11-19
Hepatitis,Banaswadi,12.823238,77.699512,334,Low,CDC,2024-01-14
Swine Flu,Nagarbhavi,13.198053,77.510335,262,Medium,User Report,2024-10-14
Hepatitis,Vijayanagar,13.117765,77.573632,138,Medium,CDC,2024-02-05
Malaria,Koramangala,13.082503,77.676013,383,Low,WHO,2024-06-09
Tuberculosis,Banashankari,13.175145,77.545479,239,High,Local Hospital,2024-12-15
Cholera,Sarjapur Road,13.077404,77.784581,78,High,CDC,2024-11-15
Malaria,Nagarbhavi,13.165614,77.645198,119,High,User Report,2024-02-05
Hepatitis,Hebbal,13.124532,77.75804,480,High,HealthMap,2024-09-08
Swine Flu,Bommanahalli,13.010795,77.544943,44,Medium,WHO,2024-04-09
Zika Virus,Rajajinagar,12.996644,77.722215,236,High,CDC,2024-10-27
COVID-19,Kadugodi,12.983932,77.595443,46,Low,HealthMap,2024-07-25
Malaria,RT Nagar,13.18904,77.759793,31,Low,CDC,2024-03-03
Malaria,Bommanahalli,13.198599,77.735721,315,Low,CDC,2024-01-19
Dengue,JP Nagar,13.090157,77.680178,310,High,HealthMap,2024-01-28
Swine Flu,Kasturi Nagar,13.114969,77.502717,332,Low,CDC,2024-02-16
Tuberculosis,Devanahalli,13.115722,77.647057,110,High,CDC,2024-10-05
Cholera,Basavanagudi,12.88349,77.623889,306,Low,HealthMap,2024-01-06
Zika Virus,Bellandur,12.942988,77.790551,320,Medium,CDC,2024-05-27
Tuberculosis,Bellandur,13.127117,77.656365,81,Low,CDC,2024-03-31
COVID-19,KR Puram,12.827972,77.667021,113,Low,HealthMap,2024-01-30
Cholera,Ulsoor,13.070561,77.572992,432,Low,WHO,2024-05-24
Tuberculosis,Kengeri,12.974572,77.546605,151,Low,WHO,2024-10-02
Cholera,Banaswadi,12.829626,77.506875,144,Low,User Report,2024-08-24
Malaria,Shivajinagar,13.124672,77.565832,353,Low,HealthMap,2024-10-07
Zika Virus,Kadugodi,13.151965,77.527165,465,Low,HealthMap,2024-09-12
COVID-19,Yelahanka,12.81448,77.742138,104,Low,WHO,2024-07-20
COVID-19,Ulsoor,12.848886,77.746046,171,High,WHO,2024-06-09
Zika Virus,HBR Layout,13.019211,77.745265,147,Medium,User Report,2024-08-08
COVID-19,Koramangala,13.102718,77.716065,34,High,HealthMap,2024-05-30
Malaria,Jayanagar,13.188988,77.771902,88,High,User Report,2024-04-07
Swine Flu,Peenya,13.194627,77.617849,26,Low,Local Hospital,2024-12-24
Cholera,Hennur,12.818948,77.676921,20,Medium,HealthMap,2024-01-09
Hepatitis,JP Nagar,12.839395,77.692915,226,High,User Report,2024-08-25
Tuberculosis,Magadi Road,13.023,77.654919,44,Low,User Report,2024-09-09
Hepatitis,Kammanahalli,12.937014,77.646909,191,Medium,CDC,2024-03-09
Zika Virus,JP Nagar,13.072253,77.710679,135,Low,WHO,2024-01-21
Malaria,Kammanahalli,12.974003,77.676223,141,Low,HealthMap,2024-01-21
Tuberculosis,Vijayanagar,12.857837,77.678784,293,High,CDC,2024-01-08
Zika Virus,Kanakapura Road,12.822349,77.606007,207,Medium,HealthMap,2024-10-25
Hepatitis,Bellandur,13.038293,77.563597,104,Medium,HealthMap,2024-01-25
Swine Flu,Kadugodi,13.196269,77.62337,126,Medium,WHO,2024-11-07
Swine Flu,Shivajinagar,12.80461,77.53542,134,Low,HealthMap,2024-06-24
Zika Virus,Kengeri,12.913708,77.696541,221,Low,Local Hospital,2024-04-21
Malaria,HBR Layout,13.061222,77.73877,310,High,WHO,2024-02-06
COVID-19,Kammanahalli,13.096947,77.722471,469,Medium,CDC,2024-06-03
Cholera,Whitefield,12.958519,77.66134,40,High,HealthMap,2024-12-03
Hepatitis,Rajajinagar,12.919633,77.58602,61,Low,User Report,2024-06-08
Zika Virus,Whitefield,13.159098,77.697807,414,High,User Report,2024-05-24
COVID-19,Shivajinagar,13.192388,77.780094,273,Low,HealthMap,2024-06-27
Dengue,Ulsoor,12.800869,77.683842,456,Medium,User Report,2024-09-13
Malaria,Varthur,12.901551,77.518238,348,Medium,Local Hospital,2024-05-19
Swine Flu,Indiranagar,13.104465,77.664333,210,Medium,CDC,2024-10-25
Dengue,Electronic City,13.099222,77.543989,287,Low,Local Hospital,2024-04-29
Hepatitis,Marathahalli,12.900367,77.570152,390,Low,Local Hospital,2024-02-23
Swine Flu,Nagarbhavi,12.875318,77.627133,247,Low,Local Hospital,2024-12-02
Swine Flu,Marathahalli,13.054659,77.702772,326,High,HealthMap,2024-03-07
Hepatitis,Mysore Road,13.027583,77.579927,16,Low,User Report,2024-06-19
Swine Flu,Kadugodi,13.020871,77.777271,176,Low,CDC,2024-12-17
Tuberculosis,Domlur,12.865162,77.522468,142,High,User Report,2024-05-26
Swine Flu,Ulsoor,12.96534,77.623534,374,Medium,WHO,2024-04-24
Swine Flu,RT Nagar,12.96089,77.769915,65,High,Local Hospital,2024-08-08
COVID-19,Kasturi Nagar,13.051888,77.79883,167,High,Local Hospital,2024-08-01
Hepatitis,Hoodi,12.874145,77.621586,441,Low,CDC,2024-03-10
Swine Flu,Wilson Garden,13.18037,77.746599,136,Medium,Local Hospital,2024-07-18
Tuberculosis,Kengeri,12.830897,77.517797,254,High,Local Hospital,2024-03-11
Hepatitis,Bommanahalli,12.941193,77.769536,299,Low,CDC,2024-03-01
COVID-19,KR Market,12.933841,77.643243,419,Low,HealthMap,2024-02-08
COVID-19,Rajajinagar,13.147183,77.572202,122,Low,CDC,2024-03-10
Swine Flu,Gandhinagar,12.836586,77.696225,485,High,CDC,2024-06-22
Tuberculosis,Ramamurthy Nagar,12.881357,77.686942,259,High,CDC,2024-07-03
Zika Virus,MG Road,12.803465,77.628986,454,High,User Report,2024-05-15
COVID-19,Sarjapur Road,13.003061,77.781245,204,Low,HealthMap,2024-04-14
Dengue,Hoodi,13.094333,77.74127,488,High,User Report,2024-05-03
COVID-19,Ulsoor,12.813627,77.7036,326,Medium,User Report,2024-05-17
Swine Flu,HBR Layout,13.158685,77.576515,174,High,HealthMap,2024-01-13
COVID-19,TC Palya,12.951092,77.615772,63,Medium,Local Hospital,2024-12-24
Tuberculosis,Hennur,13.023122,77.734238,266,Low,CDC,2024-09-13
COVID-19,Banashankari,12.903343,77.549436,318,Low,User Report,2024-09-03
Hepatitis,Hebbal,13.149308,77.724532,27,Medium,HealthMap,2024-03-25
Zika Virus,HSR Layout,12.816048,77.62036,202,Medium,User Report,2024-09-07
COVID-19,Hoodi,12.997978,77.727835,54,Low,Local Hospital,2024-03-22
Dengue,Hoodi,13.018628,77.690879,489,Low,Local Hospital,2024-06-10
Hepatitis,HBR Layout,13.10968,77.767058,298,Medium,Local Hospital,2024-09-10
COVID-19,Lalbagh,13.151043,77.584687,284,Low,User Report,2024-05-16
Cholera,Chickpet,12.951136,77.622773,390,High,HealthMap,2024-02-11
Cholera,RT Nagar,13.186822,77.773987,371,Medium,HealthMap,2024-08-26
COVID-19,Wilson Garden,12.989119,77.62031,457,Medium,User Report,2024-11-02
Cholera,KR Puram,13.045315,77.670688,258,Medium,HealthMap,2024-11-18
Malaria,HBR Layout,12.938572,77.694782,409,High,HealthMap,2024-08-17
Dengue,Hulimavu,12.97378,77.598098,463,Medium,WHO,2024-12-25
Dengue,Ramamurthy Nagar,12.896353,77.743045,155,High,Local Hospital,2024-07-10
Zika Virus,Gandhinagar,13.028089,77.778176,213,Low,HealthMap,2024-04-06
COVID-19,Electronic City,12.838866,77.741408,427,Low,HealthMap,2024-03-08
Dengue,Bellandur,13.144591,77.68773,420,Low,User Report,2024-10-17
Hepatitis,Wilson Garden,13.011483,77.50161,185,High,CDC,2024-06-14
Hepatitis,Domlur,12.918263,77.667923,303,High,WHO,2024-02-06
Cholera,Kengeri,13.020397,77.764389,316,Low,User Report,2024-08-17
Tuberculosis,HSR Layout,12.916944,77.685773,183,High,WHO,2024-04-24
Malaria,Domlur,12.904758,77.748035,137,Low,HealthMap,2024-10-22
Swine Flu,Kadugodi,13.137097,77.51211,108,High,WHO,2024-02-22
Dengue,Kengeri,12.936232,77.754303,476,Medium,Local Hospital,2024-03-03
Cholera,Malleshwaram,12.891357,77.551787,274,High,Local Hospital,2024-02-28
COVID-19,HBR Layout,12.929532,77.647289,296,Medium,WHO,2024-06-07
Tuberculosis,Electronic City,12.950853,77.604943,230,Medium,CDC,2024-10-06
Zika Virus,Malleshwaram,13.122052,77.54648,149,Medium,Local Hospital,2024-11-09
Malaria,Basavanagudi,12.914897,77.65489,219,Medium,User Report,2024-10-07
Hepatitis,HSR Layout,12.82416,77.704024,371,Medium,CDC,2024-02-17
Malaria,Jayanagar,12.954533,77.657645,131,Low,CDC,2024-11-12
COVID-19,Shivajinagar,13.161015,77.700664,302,Low,WHO,2024-03-24
COVID-19,BTM Layout,12.817917,77.704841,252,Medium,User Report,2024-01-12
Swine Flu,Kammanahalli,12.980248,77.769163,248,Low,User Report,2024-05-07
Malaria,Wilson Garden,12.867772,77.775666,431,Medium,WHO,2024-09-17
Tuberculosis,Dasarahalli,12.908222,77.786696,36,High,User Report,2024-09-03
Malaria,Ulsoor,12.818942,77.616643,422,Low,User Report,2024-11-25
